COXSWAIN,WHENINTHECHRONICLEOF,YVBFE NBUGQ EJKNQ PNSLX 
BEWAILED,WHENINTHECHRONICLEOF,XLANQ YXKFG DRWYM FMIKF 
RELIANCE,NOTMINEOWNFEARSNORTH,ESEUI AGSNR QMAEU RFVEP 
LILONGWE,WHATSINTHEBRAINTHATI,HPLHF OJXSM MFNOJ XSIEW 
SRILANKA,ONEVERSAYTHATIWASFAL,GEMGE ECAQK PLTVG AKWIW 
GOODWILL,ALASTISTRUEIHAVEGONE,GZOVP QDEXI SLDIG PMCBH 
CREOSOTE,OFORMYSAKEDOYOUWITHF,QWSFE MLEMV HCQCN AKKLT 
HONEYDEW,YOURLOVEANDPITYDOTHT,FCHVJ RZAHB QTGWC ZVHUX 
RADIATED,SINCEILEFTYOUMINEEYE,JIQKE BPHWT BWUFM QVEBM 
VEGETATE,ORWHETHERDOTHMYMINDB,JVCLX TAIMH UXAMR QDRJF 
TEMPTING,THOSELINESTHATIBEFOR,MLAHX TVTXW FWTBV HXJAG 
PILFERED,LETMENOTTOTHEMARRIAG,AMERI ESWIW EMIDE UGQLL 
BASKETRY,ACCUSEMETHUSTHATIHAV,BCUEW XDCUH MCXAR RJHSF 
PURIFIES,LIKEASTOMAKEOURAPPET,ACBMF AXGBU BMTCV SEJVB 
TARTARIC,WHATPOTIONSHAVEIDRUN,PHRMP FBKHN JAAMM KWRLG 
SUCKABLE,THATYOUWEREONCEUNKIN,LBCDY PFAWL GYNDP YFEKX 
ENGRAVER,TISBETTERTOBEVILETHA,XVYSE OXVVG USEQM CIGNR 
INTENDED,THYGIFTTHYTABLESAREW,BURKV IXWPL MEOOI VIEXA 
BUSHFIRE,NOTIMETHOUSHALTNOTBO,OILPR MKLPO KOFTK RPNTV 
HERITAGE,IFMYDEARLOVEWEREBUTT,PJDGW EGVSS MMPEX IIYKB 
HOSPICES,WERETAUGHTTOMEIBORET,DSJTB CYYOH LDUGM TVFWI 
CHOMPING,OTHOUMYLOVELYBOYWHOI,QAVAJ ULRQC SXNJB EYOCU 
AUDITORS,INTHEOLDAGEBLACKWASN,IHWPX CCVAA HJEOT CWUVV 
UNMASKED,HOWOFTWHENTHOUMYMUSI,BBIOX DAKYA FHGEQ BGHEI 
METONYMY,THEEXPENSEOFSPIRITIN,FLXSK NQLEI HTFNU PUXBB 
HOMEMADE,MYMISTRESSEYESARENOT,TMYME TUIZG QCQSD VLBAX 
DARINGLY,THOUARTASTYRANNOUSSO,WHFCN XEYVT PZNTY MXSJW 
GLIMPSES,THINEEYESILOVEANDTHE,ZSQZT WCWYT TAKWE FJEPQ 
LAGGARDS,BESHREWTHATHEARTTHAT,MEYNR VZLSA ZNERU LEHGZ 
DOCTORAL,SONOWIHAVECONFESSDTH,VCPHK ZHLYS EHBWE DVRVA 
FORTKNOX,WHOEVERHATHHERWISHTH,BVFXF RFEFH YAOEK FXVKA 
BATCHING,IFTHYSOULCHEQUETHEET,JFMJF ABAMC AGXCR ZIEXV 
ACCEPTOR,THOUBLINDFOOLLOVEWHA,TJQYQ EWEDH QSAEC MEYJE 
LIKEWISE,WHENMYLOVESWEARSTHAT,HPORI GDSGM CAAIJ WEPKX 
PLATONIC,OCALLNOTMETOJUSTIFYT,DNAEZ AWVBP THXHA VXQYM 
VANADIUM,BEWISEASTHOUARTCRUEL,WEJIV MUEOH BUDZN OMURL 
LOCALITY,INFAITHIDONOTLOVETHE,TBHAT BAGOC POETH TPHJE 
MUSTANGS,LOVEISMYSINANDTHYDEA,XINXI FSQEC FTNQZ ZKXWT 
PRUDENCE,LOASACAREFULHOUSEWIF,AFUVE PCVTW OOLBW WTNCI 
SCANTILY,TWOLOVESIHAVEOFCOMFO,LYOYH DPQAJ AIXWQ AGOFB 
REACTANT,THOSELIPSTHATLOVESOW,KLOUX LVIJX HCMLB OVWOY 
LADYSHIP,POORSOULTHECENTREOFM,AORPK VCAEH HAWUB GPOIK 
IMPLANTS,MYLOVEISASAFEVERLONG,UKAZV RBKIE PQEIX JTACR 
LITERATI,OMEWHATEYESHATHLOVEP,ZUXAY AMMJM LLRTA TZDXT 
CHANCING,CANSTTHOUOCRUELSAYIL,EHNFV BUUWV CEWMY YCFIY 
BIGAPPLE,OFROMWHATPOWERHASTTH,PNXOB LSEUX UWTGS ETBZH 
SQUAWKED,LOVEISTOOYOUNGTOKNOW,DEPEE CXRGO IUJQX RCDIW 
MENTIONS,INLOVINGTHEETHOUKNOW,URYHD WAYFL RXBVB MWRBP 
UNLAWFUL,CUPIDLAIDBYHISBRANDA,WHAIZ QUTXO JHEXV CUAOA 
LIFEBOAT,THELITTLELOVEGODLYIN,EPJPJ HTEPT TZFUO WWGNR 
SOLITUDE,FROMFAIRESTCREATURES,XFZUY ULVWG EKKYD XMFPA 
DOCTORED,WHENFORTYWINTERSSHAL,ZVGGT FVWBK KGHVV VVVCE 
RAPIDITY,LOOKINTHYGLASSANDTEL,CODSL VMFPG AIVAT LUTTT 
DIVINELY,UNTHRIFTYLOVELINESSW,XVOPE MQRBT JDRPT LHANE 
REDEPLOY,THOSEHOURSTHATWITHGE,KLRWT SCSIW WLPEK GKLJI 
TRAVESTY,THENLETNOTWINTERSRAG,MYEIP WMLHK WDRLX PLIAB 
SOCALLED,LOINTHEORIENTWHENTHE,DCKNE SIRJW GNEHL HFHJE 
HIERARCH,MUSICTOHEARWHYHEARST,TCWZC KQOLI VNHPJ LHZWK 
VAULTING,ISITFORFEARTOWETAWID,DSCEY WELZA LEHER ZVWCO 
MONUMENT,FORSHAMEDENYTHATTHOU,RCEMT EZXPS ASFLN MFVBO 
SYCAMORE,ASFASTASTHOUSHALTWAN,SQHAE HRWLF QUEVR PLUCN 
CYPRIOTS,WHENIDOCOUNTTHECLOCK,YFTEQ RHUQS CKBVX UNMRB 
EQUALLED,OTHATYOUWEREYOURSELF,SJBAE JSXAU LEJZY UWUFF 
PLATTERS,NOTFROMTHESTARSDOIMY,CZTYK SDLWP SMTVJ VDTMR 
POSTURES,WHENICONSIDEREVERYTH,LVWGC TSFHW VXLVZ WGMLA 
NUMBNESS,BUTWHEREFOREDONOTYOU,OOFXU IJWSI DFQSF GGSAV 
MONOLITH,WHOWILLBELIEVEMYVERS,IVBKT TEIQZ VSGMF FHSEG 
DATABASE,SHALLICOMPARETHEETOA,VHTLM IUSPP TRFTZ IHTHA 
AMICABLY,DEVOURINGTIMEBLUNTTH,DQDQU STLGF QOECW SNFBJ 
LANDMASS,AWOMANSFACEWITHNATUR,LWBPM NKXLC RZUTZ FLTHU 
GENETICS,SOISITNOTWITHMEASWIT,YSVWB BPGZA VXAUG SYAVX 
PANACEAS,MYGLASSSHALLNOTPERSU,BYTLC WSKWA YLPST HTRFU 
COLONIAL,ASANUNPERFECTACTORON,CGLBH VPPTT PQGIC EQFZB 
PREDATOR,MINEEYEHATHPLAYDTHEP,BZRHE RSYPK LSLTM UIYIS 
HOTELIER,LETTHOSEWHOAREINFAVO,SSMXS WWVDV HECMM EMOOS 
DECOROUS,LORDOFMYLOVETOWHOMIN,OSTRF TGQOS XSKCQ ZRQKB 
OVEREATS,WEARYWITHTOILIHASTEM,KZEIC WBLVO SZPIA SGOID 
REJECTED,HOWCANITHENRETURNINH,YSFGC GMWYI WVGMY UEMWL 
RESTORES,WHENINDISGRACEWITHFO,NLWGW EHAJK JTQVA AKLXH 
RESIDING,WHENTOTHESESSIONSOFS,NLWVW WGNVW WAVQB TJSXA 
ARRESTED,THYBOSOMISENDEAREDWI,TYPFG LSPIJ VRVXE UEUNM 
DISSUADE,IFTHOUSURVIVEMYWELLC,LNLZI UVYUD ANYMB AHTDU 
INKLINGS,FULLMANYAGLORIOUSMOR,NHVWU NTQIT VZZVU MAZYC 
RAMPAGES,WHYDIDSTTHOUPROMISES,NHKSI JWLKH AJPXS EZSQH 
OBTUSELY,NOMOREBEGRIEVEDATTHA,BPFIJ IMCUS BYNIO YHUAU 
BUMPIEST,LETMECONFESSTHATWETW,MYFBM GGGGY EHBLS MXYFL 
SNAKEPIT,ASADECREPITFATHERTAK,SFANI RZXHV TPEIP XJGAU 
PROSAIST,HOWCANMYMUSEWANTSUBJ,WFKUA VERBL GWWIF MHLPB 
CROCUSES,OHOWTHYWORTHWITHMANN,QYCYN ZCOQI HJQAX ZORBP 
GLITTERY,TAKEALLMYLOVESMYLOVE,ZLSXT PCKEW WOXWD WRZDX 
STUNTMAN,THOSEPETTYWRONGSTHAT,LAIFX BEGLR QEHZG FLAUG 
SEARCHES,THATTHOUHASTHERITISN,LLAKV OSMZE SKJLV ALMSE 
NINETIES,WHENMOSTIWINKTHENDOM,JPRRF WWLVE VRDBL WALBQ 
VILENESS,IFTHEDULLSUBSTANCEOF,DNELR HMDGA FFFXS FXMZJ 
PLACINGS,THEOTHERTWOSLIGHTAIR,ISEQB UKJIH OUTVM ZILIT 
INCLINES,MINEEYEANDHEARTAREAT,UVPPM LISVQ JPIEX SZRCE 
SETBACKS,BETWIXTMINEEYEANDHEA,TIMXI ZDEAR XFYGK FVLXB 
ABJECTLY,HOWCAREFULWASIWHENIT,HPFGC KPDUM FEUBH FEORX 
ABRUPTLY,AGAINSTTHATTIMEIFEVE,AHRCC LERHB KNXFP GFFMY 
UNLOVING,HOWHEAVYDOIJOURNEYON,BBHVZ IIEXB TXJCE TYLZB 
CRYOSTAT,THUSCANMYLOVEEXCUSET,VYSGU TNFAC MJWXX VWJCH 
SUNCREAM,SOAMIASTHERICHWHOSEB,KINOZ ESFZY EKTLW TGMRD 
DESPISES,WHATISYOURSUBSTANCEW,ZLSIQ KCGXV KJJKX SQGWL 
OMNIVORE,OHOWMUCHMOREDOTHBEAU,CTBEH ITLAA EMYCK LPQNC 
DISPUTES,NOTMARBLENORTHEGILDE,QWLBU KFDHV GGNAI YLTVT 
TELETEXT,SWEETLOVERENEWTHYFOR,LAPIM PLOXV PRXAQ ARJZV 
HUNCHING,BEINGYOURSLAVEWHATSH,IYVPN GBAYM YCCMJ NHNFJ 
MUTILATE,THATGODFORBIDTHATMAD,FBTBR OWJAL UQOTA EFGTL 
REVOLTED,IFTHEREBENOTHINGNEWB,ZJOVP KIEVR JHSBR JEIRP 
SOMEBODY,LIKEASTHEWAVESMAKETO,DWWIB GWFWK MZFGP YCSFS 
ALLAYING,ISITTHYWILLTHYIMAGES,IDTTR PLCIW WTFGV SARPS 
BLUSHING,SINOFSELFLOVEPOSSESS,TTHGM ARRGW INLXB YTPMK 
BLENDERS,AGAINSTMYLOVESHALLBE,BREVQ WKEZW SIHWY SMWFR 
TASTIEST,WHENIHAVESEENBYTIMES,PHWGQ LSOXS WXVFQ MBMWL 
INNOVATE,SINCEBRASSNORSTONENO,AVAQZ BKEAF ACMSM SVRAC 
DEMONISE,TIREDWITHALLTHESEFOR,WMDSQ EAXKE XZGPW WHJAF 
AARDWOLF,AHWHEREFOREWITHINFEC,AHNKA FPKOR VZEHS NNFVF 
NEONATES,THUSISHISCHEEKTHEMAP,GLIFI LLAFG VREDX ZRQOC 
STAMMERS,THOSEPARTSOFTHEETHAT,LAOEQ TRJLL ORFLV WLAAF 
MOVEMENT,THATTHOUARTBLAMEDSHA,FVVXF LBNMF OFXEZ XPGCE 
SOUNDEST,NOLONGERMOURNFORMEWH,FCFBQ KWKEC OEQJG KESQU 
MERIDIAN,OLESTTHEWORLDSHOULDT,APVAW BHRIS ITGAH BGPUB 
MOTORING,THATTIMEOFYEARTHOUMA,FVTHK QZKAT RSRZG NAIFO 
GLAZIERS,BUTBECONTENTEDWHENTH,HFTAM GFFZP NSMHN ZKYTG 
REVIVIFY,SOAREYOUTOMYTHOUGHTS,JSVZZ GTSKS HGOPT SXLOA 
HANDCUFF,WHYISMYVERSESOBARREN,DHLLU GDALR FHUIG FYRRQ 
MONKEYED,THYGLASSWILLSHOWTHEE,FVLQP YWVIW YVWFS ZFVRO 
PROPERLY,SOOFTHAVEIINVOKEDTHE,HFCUX YLTTZ WCZFV CSKVT 
EQUITIES,WHILSTIALONEDIDCALLU,AXCTL BMSPE HMWQH UEBFC 
CURRANTS,OHOWIFAINTWHENIOFYOU,QBFNI STAPN NYEAB GHSFL 
FORFEITS,ORISHALLLIVEYOUREPIT,TFZXL IEDQW MJCWN JJDZY 
ABLUTION,IGRANTTHOUWERTNOTMAR,IHCUG BHUOV HYKBB BTNLL 
FUSSIEST,INEVERSAWTHATYOUDIDP,NHWNM VKTBN ZSBCG NICVH 
QUACKING,WHOISITTHATSAYSMOSTW,MBOKC QGZXU TUKGF SEMTY 
GIMCRACK,MYTONGUETIEDMUSEINMA,SGFQE GWOZQ QFDUU OOVYC 
OBVIATED,WASITTHEPROUDFULLSAI,KBNQT MLHDS JCDYY OZTVQ 
STIPENDS,FAREWELLTHOUARTTOODE,XTZTA RODLA WJEEW LGHLT 
RECODING,WHENTHOUSHALTBEDISPO,NLGBW PBAJL CZWJR JZWRC 
DECRYPTS,SAYTHATTHOUDIDSTFORS,VEAKF PMLKS WUGSL LISTJ 
SEATINGS,THENHATEMEWHENTHOUWI,LLEGP NZWEI WAMAZ ZGYWB 
GRIEVOUS,SOMEGLORYINTHEIRBIRT,YFUIB ZIJEZ VXCSC JHZZX 
CITADELS,BUTDOTHYWORSTTOSTEAL,DCMDR XSQYW KSWXZ KVMTL 
CATCHERS,SOSHALLILIVESUPPOSIN,UOLJH PCANI OGZYG HQSBP 
AIRBRUSH,THEYTHATHAVEPOWERTOH,TPVZK BSAHI MFGIO LRBFI 
STATIONS,HOWSWEETANDLOVELYDOS,ZHWLE SRLSG DEWJR DQWOL 
STILLING,SOMESAYTHYFAULTISYOU,KHUPD ILZZR NLFTG OKRWF 
HOMELAND,HOWLIKEAWINTERHATHMY,OCIPT KRDDW ZXPRU DAVYC 
REFORMAT,FROMYOUHAVEIBEENABSE,WVTAP AUARZ JWSQE GRFXS 
SLIMNESS,THEFORWARDVIOLETTHUS,LSMRB VOSJO DUBPW LLSCE 
BUFFOONS,WHEREARTTHOUMUSETHAT,XBJWS OELUB TZAIF WUBFY 
BREEDING,OTRUANTMUSEWHATSHALL,PKVYD VGSVJ IAKIG YIRPP 
SEXTANTS,MYLOVEISSTRENGTHENDT,ECIHV RBKKX OXNTM ZWRAM 
DEVOTING,ALACKWHATPOVERTYMYMU,DPVQD EUGWT JJXZG EPCHI 
POSTCARD,TOMEFAIRFRIENDYOUNEV,ICEXH AZUUF AXPDP RJBWO 
GRUMBLED,LETNOTMYLOVEBECALLDI,RVNZP EQBRF PQCPG DRCXU 
HERALDRY,WHENINTHECHRONICLEOF,DLVNT QKFLG YRZQZ ASIFF 
DOCILELY,WHENINTHECHRONICLEOF,ZVGVT REFHQ JZZRT AOSQN 
POLESTAR,NOTMINEOWNFEARSNORTH,CCEQA GEFLB QISKS EDFEL 
DOUBLING,WHATSINTHEBRAINTHATI,ZVUUD QAZKS VSLQA ZKONJ 
STRIATED,ONEVERSAYTHATIWASFAL,GGVDE KWDQM YITBA DKYRT 
OFFERING,ALASTISTRUEIHAVEGONE,OQFWK QFZFZ JMYII KUTSI 
ORTHODOX,OFORMYSAKEDOYOUWITHF,CWHYA BGXYV WVMRI TWKAM 
POPULIST,YOURLOVEANDPITYDOTHT,NCJLW WNXPB SJTBQ WDHWN 
GOODBYES,SINCEILEFTYOUMINEEYE,YWBFF GPWLH MRVKM FKSMH 
ROUGHENS,ORWHETHERDOTHMYMINDB,FFQNL XUWIR IZOQL EZBXH 
GREENING,THOSELINESTHATIBEFOR,ZYSWR TVTKJ XLNBV HKWSV 
BAREFOOT,LETMENOTTOTHEMARRIAG,MEKQJ BCMUO KLJAO KSIRK 
MORAINES,ACCUSEMETHUSTHATIHAV,MQTUA RQWFV LSBUE LUVRV 
SPARSEST,LIKEASTOMAKEOURAPPET,DXKVS WLHEP KVGYJ THEEK 
INSURING,WHATPOTIONSHAVEIDRUN,EUSNG WGOWA KBRDR OLEMH 
CINNAMON,THATYOUWEREONCEUNKIN,VPNGY AIJGZ RBNOS HPSVA 
DIMINISH,TISBETTERTOBEVILETHA,WQEJR BLLUB AJRDA SHBTI 
PLAYBOYS,THYGIFTTHYTABLESAREW,ISYEJ TRLWJ TYCZC KPCEU 
UNWARMED,NOTIMETHOUSHALTNOTBO,HBPID QXKIH OHRXX QIGXO 
PROPPING,IFMYDEARLOVEWEREBUTT,XWANS MNXAF JTLME KQLHI 
TREELESS,WERETAUGHTTOMEIBORET,PVVIE EMYAK XSXIA THIIX 
DEVIATED,OTHOUMYLOVELYBOYWHOI,RXCWU FCORZ ZTYUS BZLJQ 
CHASTITY,INTHEOLDAGEBLACKWASN,KUTZX WEBCN ETEIV IYHSF 
REDHEADS,HOWOFTWHENTHOUMYMUSI,YSZVJ TZZVR WOSUP QDYVP 
SAUCEPAN,THEEXPENSEOFSPIRITIN,LHYGB EEAKE IHWEI EATCP 
VERANDAH,MYMISTRESSEYESARENOT,HCDIF WRLNW VYRVA YZRFT 
SORRIEST,THOUARTASTYRANNOUSSO,LVFLI VLTKH PIIRF HMGJF 
PRESSING,THINEEYESILOVEANDTHE,IYMFW MLKHZ PGNMN TSKLW 
IMPURITY,BESHREWTHATHEARTTHAT,JQHBI MPRPM IBVIK RBTPN 
CREDIBLY,SONOWIHAVECONFESSDTH,UFRRE JSYXV GRVGP QUUXK 
EXECUTES,WHOEVERHATHHERWISHTH,AESGP XVZEQ LJYKA AWEXJ 
ONTOLOGY,IFTHYSOULCHEQUETHEET,WSMVJ GUSZP ASBIK RVRXH 
OVERALLS,THOUBLINDFOOLLOVEWHA,HCSLB WTFRA SFLWZ NSRLR 
UNCORKED,WHENMYLOVESWEARSTHAT,QUGBD IPRPR UKVKV VNUCH 
PIERCING,OCALLNOTMETOJUSTIFYT,DKECN VBZBM XFLCF ZXNCK 
OFFICERS,BEWISEASTHOUARTCRUEL,PJBQU IRKHM TCCVK UFZJT 
MEANNESS,INFAITHIDONOTLOVETHE,URFNV XZAPS NBGPG NQXHR 
DRAFTING,LOVEISMYSINANDTHYDEA,OFVJB AZEVZ NFGLG NBUEF 
HYDRANTS,LOASACAREFULHOUSEWIF,SMDJA PTJLD XCHBN KLULW 
CACKLING,TWOLOVESIHAVEOFCOMFO,VWQVZ DRYKH CFPWS IQMHY 
OCCUPIED,THOSELIPSTHATLOVESOW,HJQMT TMSGV JUITS YSUQQ 
ANYPLACE,POORSOULTHECENTREOFM,PBMGD OWPTU CRPNV VEBDB 
ENRICHES,MYLOVEISASAFEVERLONG,QLCWX LMKEF RNGCI JPBEO 
DIVERTED,OMEWHATEYESHATHLOVEP,RUZAY TXHBM NLRML ORDZT 
PARABOLA,CANSTTHOUOCRUELSAYIL,RAESU HSOJO TRVSW SPYZL 
DETERRED,OFROMWHATPOWERHASTTH,RJKSD NLDWT HAVIL DVXML 
WARDSHIP,LOVEISTOOYOUNGTOKNOW,HOMHA ZBDKY FXFNB DGNFZ 
PLATEAUS,INLOVINGTHEETHOUKNOW,XYLHZ IHYIS EXXHI MZYOP 
MAIDENLY,CUPIDLAIDBYHISBRANDA,OUXLH YLGPB GKMFM PMNLD 
MANAGING,THELITTLELOVEGODLYIN,FHRLO BGRQL BVKOB JXYVN 
AVERSION,FROMFAIRESTCREATURES,FMSDX IWEEN XTJMO GUMIJ 
CRATERED,WHENFORTYWINTERSSHAL,YYEGJ FVWAN IGXVV VUYAE 
TRIMMING,LOOKINTHYGLASSANDTEL,EFWWU VGNRX TMEAN TWKMX 
PAYLOADS,UNTHRIFTYLOVELINESSW,JNRSF IILNL MGSLL FTSQH 
ACCRETED,THOSEHOURSTHATWITHGE,TJQJI ASXRU VYEMA LTJIV 
BACKSIDE,THENLETNOTWINTERSRAG,UHGXD MWRPT YSFBH VTRCQ 
MOULDERS,LOINTHEORIENTWHENTHE,XCCYW LVGDW YYWAY WZHBP 
SCORNFUL,MUSICTOHEARWHYHEARST,EWGZP YISWC FNUDB PSTGK 
RIGIDIFY,ISITFORFEARTOWETAWID,ZAOBI WWDVI XBREJ RREOL 
SCRUPLES,FORSHAMEDENYTHATTHOU,XQIMW LQWVG ESISE LLJFO 
YELLOWER,ASFASTASTHOUSHALTWAN,YWQLG PEJRL ZFGDE CRALY 
PRESSUPS,WHENIDOCOUNTTHECLOCK,LYIFA XDUDL RLLBT UAFGC 
MESMERIC,OTHATYOUWEREYOURSELF,AXZMX PWWII JQCFC TEIDR 
WONDROUS,NOTFROMTHESTARSDOIMY,JCGII CGLDS FWRFM VKWZB 
PUNCHING,WHENICONSIDEREVERYTH,LBRPP KBTHC QGYMI KGSGJ 
FIERIEST,BUTWHEREFOREDONOTYOU,GCXNP IJXKW VVLSF HYGSL 
STIRRING,WHOWILLBELIEVEMYVERS,OAWNZ TYHWE QVMMZ ENXZJ 
BOTTLING,SHALLICOMPARETHEETOA,TVTEW QPUND TKPBU KFHHT 
REVERSED,DEVOURINGTIMEBLUNTTH,UIQSL JMQXX DQVTP XEXOL 
EPHEMERA,AWOMANSFACEWITHNATUR,ELVQM RJFER LAUXY NEIBV 
LOUNGING,SOISITNOTWITHMEASWIT,DCCFO BAUEK CGNUR GDKCG 
PROLIFIC,MYGLASSSHALLNOTPERSU,BPUWI XAUWR ZWVTB RTIGF 
LINESMAN,ASANUNPERFECTACTORON,LANRM ZPRCN RGLMC GZZBR 
ROCKIEST,MINEEYEHATHPLAYDTHEP,DWPOM CWARH JZTEQ WKVGZ 
RURALIST,LETTHOSEWHOAREINFAVO,CYKTS WKXNB FACMA GWUMO 
STIFLING,LORDOFMYLOVETOWHOMIN,DHZIZ NZEDH DJEWJ NGFQS 
TIPSTERS,WEARYWITHTOILIHASTEM,PMPJR AZLAB DAEMY SLBTE 
COMPOSES,HOWCANITHENRETURNINH,JCIRO FMLJS ZGSLY JPWZW 
BEGGARLY,WHENINDISGRACEWITHFO,XLKTI EOGTK XGCVH GULLU 
FEINTING,WHENTOTHESESSIONSOFS,BLMAM WGNJW MFLQB TXSNF 
SHRUGGED,THYBOSOMISENDEAREDWI,LOPVU YSPAZ VHJKE UWKNC 
LOCHNESS,IFTHOUSURVIVEMYWELLC,TTVOB YKMCJ KCRQQ OPZNJ 
ENJOINED,FULLMANYAGLORIOUSMOR,JHUZU NRBET UCZVS XWZXF 
IMMOBILE,WHYDIDSTTHOUPROMISES,ETKRJ LDXBT AIQZZ QQEQG 
PLAITING,NOMOREBEGRIEVEDATTHA,CZMWK MOKVC IMOMQ GIEHI 
FOUNDING,LETMECONFESSTHATWETW,QSNZH KBTKS MFWPN ZBSNJ 
TWEENESS,ASADECREPITFATHERTAK,TOEHR GJWIE XJNXZ WKPEO 
DAYLIGHT,HOWCANMYMUSEWANTSUBJ,KOUNI TTRPU QPEGU MVUZU 
SOLOISTS,OHOWTHYWORTHWITHMANN,GVZKB ZROGF EVEAM ZEOYB 
MINISTER,TAKEALLMYLOVESMYLOVE,FIXMS EPDKT BDWLQ PXWIM 
PATERNAL,THOSEPETTYWRONGSTHAT,IHHWV CEEIY PVFAG DIHTX 
ORDINATE,THATTHOUHASTHERITISN,HYDBG HHYVR VBUEK MHZVV 
WORKADAY,WHENMOSTIWINKTHENDOM,SVVXM RSREK ZXKWH CJRFW 
GALLANTS,IFTHEDULLSUBSTANCEOF,OFESE QNDRS FMSGT FIEZQ 
WHIPCORD,THEOTHERTWOSLIGHTAIR,POMDV VVUPD WHNWX KPHQG 
HADDOCKS,MINEEYEANDHEARTAREAT,TIQHS AOSUD KHOTD SYEDW 
TAKEOVER,BETWIXTMINEEYEANDHEA,UEDAW SXDBN OIMZE EWHOE 
INCISIVE,HOWCAREFULWASIWHENIT,PBYKS ZZJCY YIKQR LMAKB 
PROCTORS,AGAINSTTHATTIMEIFEVE,PXOKG GKLWR HVBAV AUVJG 
SPEEDILY,HOWHEAVYDOIJOURNEYON,ZDALH IGWVD MNRCC LWNSR 
PERISHED,THUSCANMYLOVEEXCUSET,ILLAU HRPNP FDWLB FJWVB 
MAYORESS,SOAMIASTHERICHWHOSEB,EOYAZ EKLTE PWTLO ZASCP 
BAYONETS,WHATISYOURSUBSTANCEW,XHYHV WRGVR QIOWM SOCCK 
SOLENOID,OHOWMUCHMOREDOTHBEAU,GVZAZ IKKEC CIQCB KTSLY 
HEXAGRAM,NOTMARBLENORTHEGILDE,USQMG IBXLR LRZYE SPPAE 
PUNISHES,SWEETLOVERENEWTHYFOR,HQRML SSNTL RVWDX ZNZBZ 
APPEASED,BEINGYOURSLAVEWHATSH,BTXRG QSXRH AEVWA KAIHL 
EXCEEDED,THATGODFORBIDTHATMAD,XECXK RHISO DMHWL DXJCH 
TERRACES,IFTHEREBENOTHINGNEWB,BJKYE TITXR FKHKR YGINS 
UNCTUOUS,LIKEASTHEWAVESMAKETO,FVMXU GNZYJ COYGG SERVH 
HUNTSMEN,ISITTHYWILLTHYIMAGES,PMVML TCJPF YMZKM ZHARL 
RESCUING,SINOFSELFLOVEPOSSESS,JMFQZ ARRWP GXYXB YJIKU 
CUBICLES,AGAINSTMYLOVESHALLBE,CABQP DXEAF PDGDL SNFCM 
FELLATIO,WHENIHAVESEENBYTIMES,BLPYI AIJJW PPNUG HNQPD 
STEELING,SINCEBRASSNORSTONENO,KBRGP JEGKL RSCAG UFXRS 
ECSTATIC,TIREDWITHALLTHESEFOR,XKJXD PQVLC DETAM UIHGK 
DELUDING,AHWHEREFOREWITHINFEC,DLHBH ZRLRV PQLBU OQJPW 
RETORTED,THUSISHISCHEEKTHEMAP,KLNGZ LLLJG ASVDX KVQTD 
DROOPIER,THOSEPARTSOFTHEETHAT,WYCGT XEIWJ CTIPI VWYOH 
MONITORS,THATTHOUARTBLAMEDSHA,FVNBM VFMMF GJEOD WPGUI 
THROMBUS,NOLONGERMOURNFORMEWH,GVCCZ HYJFV LFZGI JFLNV 
PERKIEST,OLESTTHEWORLDSHOULDT,DPVCB XZXLS IVLWZ HJPUD 
RAINFALL,THATTIMEOFYEARTHOUMA,KHIGY IXPFF GRFRE SFUUN 
SCURRIES,BUTBECONTENTEDWHENTH,TWNSV KSFLG HKVLA ZWPNY 
TIMBERED,SOAREYOUTOMYTHOUGHTS,LWMSI PSXMW YZXYS XZPFT 
BLACKSEA,WHYISMYVERSESOBARREN,XSYKC ECVFC SGCGF ASCEP 
MACKEREL,THYGLASSWILLSHOWTHEE,FHAQP RWDII NVWYS HFHGO 
PROTEGEE,SOOFTHAVEIINVOKEDTHE,HFCYX NEZTZ WGZUO ISKVX 
BIRDCAGE,WHILSTIALONEDIDCALLU,XPZOU TOEMW EHFIJ GBTCX 
FISSURED,OHOWIFAINTWHENIOFYOU,TPGOC WELSB OZYEM RKGGM 
SPLITTER,ORISHALLLIVEYOUREPIT,GGTAA TPCDX GMRHY IWETB 
WOODCOCK,IGRANTTHOUWERTNOTMAR,EUFDP HVRKI KHTHP YPAOU 
MASSACRE,INEVERSAWTHATYOUDIDP,UNWNE TJEIT ZSTAF YPIVH 
INVOLVED,WHOISITTHATSAYSMOSTW,EUJWD DXWPN OGLTW PWFOK 
UNTIRING,MYTONGUETIEDMUSEINMA,GLMWE OHKNV XLDCF KCAFI 
PRINCELY,WASITTHEPROUDFULLSAI,LRAVV XSCEI WHFJF JAJIV 
STRUMMED,FAREWELLTHOUARTTOODE,XTIYI QPOLA FOMDX WGHUY 
ACQUIRES,WHENTHOUSHALTBEDISPO,WJUHB YSMSJ QFBSI VIUFI 
ACCORDED,SAYTHATTHOUDIDSTFORS,SCAHY DXWHQ WRZGW WFQTG 
MARITIME,THENHATEMEWHENTHOUWI,FHVVA IFIYE NPXVF LAUNQ 
GRIEVERS,SOMEGLORYINTHEIRBIRT,YFUIB PFJEZ VXCIZ JHZZX 
LATRINES,BUTDOTHYWORSTTOSTEAL,MUMUW GLQHO KJBGS KEETC 
